STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,MDPR,PRCP_in,SNOW_in,SNWD_in,PRCP_mm,Snow_mm,SNWD_mm,TMAX_F,TMIN_F,TOBS_F
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,1/24/16,,,0,0,,0,0,0,49,25,47
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,1/25/16,,,0,0,,0,0,0,52,28,46
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,1/26/16,,,0,0,,0,0,0,59,26,50
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,1/27/16,,,0,0,,0,0,0,57,29,49
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,1/28/16,,,0,0,,0,0,0,63,32,54
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,1/29/16,,,0,0,,0,0,0,63,38,55
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,1/30/16,,,0,0,,0,0,0,58,40,45
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,1/31/16,,,1.01,0.5,,25.654,12.7,0,45,27,27
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/1/16,,,0.65,,,16.51,0,0,33,24,28
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/2/16,,,0,,,0,0,0,39,18,32
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/3/16,,,0,,,0,0,0,45,22,40
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/4/16,,,0,,,0,0,0,54,27,44
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/5/16,,,0,,,0,0,0,59,30,57
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/6/16,,,0,,,0,0,0,63,33,58
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/7/16,,,0,,,0,0,0,69,34,59
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/8/16,,,0,,,0,0,0,70,53,60
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/9/16,,,0,,,0,0,0,71,41,61
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/10/16,,,0,,,0,0,0,71,37,62
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/11/16,,,0,,,0,0,0,72,36,63
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/12/16,,,0,,,0,0,0,72,36,64
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/13/16,,,0,,,0,0,0,69,36,65
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/14/16,,,0,,,0,0,0,72,36,65
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/15/16,,,0,,,0,0,0,73,44,65
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/16/16,,,0,,,0,0,0,73,36,65
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/17/16,,,0,,,0,0,0,66,38,55
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/18/16,,,0.25,,,6.35,0,0,55,39,50
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/19/16,,,0,,,0,0,0,58,31,55
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/20/16,,,0,,,0,0,0,64,34,60
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/21/16,,,0,,,0,0,0,68,34,65
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/22/16,,,0,,,0,0,0,68,35,64
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/23/16,,,0,,,0,0,0,65,35,63
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/24/16,,,0,,,0,0,0,64,33,62
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/25/16,,,0,,,0,0,0,69,33,63
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/26/16,,,0,,,0,0,0,69,36,64
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/27/16,,,0,,,0,0,0,70,38,65
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/28/16,,,0,,,0,0,0,72,40,66
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/29/16,,,0,,,0,0,0,72,40,67
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/1/16,,,0,,,0,0,0,69,39,66
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/2/16,,,0,,,0,0,0,68,40,65
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/3/16,,,0,,,0,0,0,67,38,60
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/4/16,,,0,,,0,0,0,66,35,55
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/5/16,,,0,,,0,0,0,60,40,45
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/6/16,,,0.54,,,13.716,0,0,45,39,39
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/7/16,,,0.73,6,5,18.542,152.4,127,39,31,31
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/8/16,,,0.11,,3,2.794,0,76.2,50,22,45
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/9/16,,,0,,,0,0,0,62,31,55
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/10/16,,,0,,,0,0,0,66,34,55
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/11/16,,,0,,,0,0,0,55,36,45
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/12/16,,,0.7,1,1,17.78,25.4,25.4,47,31,44
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/13/16,,,0,0,0,0,0,0,56,30,50
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/14/16,,,0,,,0,0,0,55,38,51
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/15/16,,,0,,,0,0,0,68,34,61
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/16/16,,,0,,,0,0,0,69,38,65
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/17/16,,,0,,,0,0,0,67,38,62
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/18/16,,,0,,,0,0,0,68,37,63
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/19/16,,,0,,,0,0,0,68,39,64
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/20/16,,,0,,,0,0,0,70,35,63
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/21/16,,,0,,,0,0,0,64,38,54
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/22/16,,,0,,,0,0,0,55,36,53
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/23/16,,,0,,,0,0,0,58,29,52
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/24/16,,,0,,,0,0,0,66,32,59
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/25/16,,,0,,,0,0,0,67,35,58
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/26/16,,,0,,,0,0,0,69,35,57
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/27/16,,,0,,,0,0,0,64,37,45
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/28/16,,,0.01,,,0.254,0,0,46,36,38
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/29/16,,,0.11,,,2.794,0,0,41,30,37
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/30/16,,,0.06,,,1.524,0,0,44,24,36
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/31/16,,,0.02,,,0.508,0,0,55,27,50
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/1/16,,,0,,,0,0,0,63,33,60
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/2/16,,,0,,,0,0,0,69,35,65
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/3/16,,,0,,,0,0,0,70,36,66
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/4/16,,,0,,,0,0,0,69,38,67
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/5/16,,,0,,,0,0,0,76,38,73
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/6/16,,,0,,,0,0,0,78,47,
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/7/16,,,0,,,0,0,0,57,48,48
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/8/16,,,0.32,,,8.128,0,0,50,46,47
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/9/16,,,0.15,,,3.81,0,0,50,37,46
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/10/16,,,0.21,,,5.334,0,0,47,40,45
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/11/16,,,0.41,,,10.414,0,0,52,36,50
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/12/16,,,0.04,,,1.016,0,0,59,34,55
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/13/16,,,0,,,0,0,0,63,35,56
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/14/16,,,0,,,0,0,0,61,37,57
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/15/16,,,0,,,0,0,0,61,39,58
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/16/16,,,0,,,0,0,0,66,35,64
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/17/16,,,0,,,0,0,0,70,41,67
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/18/16,,,0,,,0,0,0,74,37,69
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/19/16,,,0,,,0,0,0,74,40,69
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/20/16,,,0,,,0,0,0,74,39,69
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/21/16,,,0,,,0,0,0,72,41,69
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/22/16,,,0,,,0,0,0,69,40,63
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/23/16,,,0,,,0,0,0,63,35,42
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/24/16,,,0,,,0,0,0,64,36,41
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/25/16,,,0.01,,,0.254,0,0,45,37,40
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/26/16,,,0.14,,,3.556,0,0,56,28,39
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/27/16,,,0,,,0,0,0,58,34,38
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/28/16,,,0.19,,,4.826,0,0,46,35,41
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/29/16,,,0,,,0,0,0,61,32,51
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/30/16,,,0.01,,,0.254,0,0,51,39,45
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,5/1/16,,,0.17,,,4.318,0,0,59,39,55
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,5/2/16,,,0.02,,,0.508,0,0,67,36,60
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,5/3/16,,,0,,,0,0,0,75,44,65
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,5/4/16,,,0,,,0,0,0,71,42,
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,5/5/16,,,0,,,0,0,0,53,36,43
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,5/6/16,,,0.21,,,5.334,0,0,46,34,44
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,5/7/16,,,0.41,,,10.414,0,0,52,37,45
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,5/8/16,,,0.18,,,4.572,0,0,54,34,46
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,5/9/16,,,0,,,0,0,0,62,35,60
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,5/10/16,,,0,,,0,0,0,68,39,65
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,5/11/16,,,0,,,0,0,0,78,40,72
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,5/12/16,,,0,,,0,0,0,81,53,77
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,5/13/16,,,0,,,0,0,0,80,47,70
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,5/14/16,,,0,,,0,0,0,74,47,57
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,5/15/16,,,0,,,0,0,0,57,40,50
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,5/16/16,,,0,,,0,0,0,67,36,60
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,5/17/16,,,0,,,0,0,0,67,42,61
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,5/18/16,,,0,,,0,0,0,70,40,67
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,5/19/16,,,0,,,0,0,0,73,45,62
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,5/20/16,,,0,,,0,0,0,62,38,55
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,5/21/16,,,0,,,0,0,0,55,30,50
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,5/22/16,,,0,,,0,0,0,60,29,55
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,5/23/16,,,0,,,0,0,0,59,30,54
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,5/24/16,,,0,,,0,0,0,58,32,50
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,5/25/16,,,0,,,0,0,0,50,28,45
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,5/26/16,,,0,,,0,0,0,64,33,60
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,5/27/16,,,0,,,0,0,0,70,39,65
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,5/28/16,,,0,,,0,0,0,72,43,67
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,5/29/16,,,0,,,0,0,0,69,41,65
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,5/30/16,,,0,,,0,0,0,75,42,70
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,5/31/16,,,0,,,0,0,0,83,48,80
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,6/1/16,,,0,,,0,0,0,84,51,81
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,6/2/16,,,0,,,0,0,0,85,51,80
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,6/3/16,,,0,,,0,0,0,88,52,79
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,6/4/16,,,0,,,0,0,0,88,52,78
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,6/5/16,,,0,,,0,0,0,84,48,77
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,6/6/16,,,0,,,0,0,0,79,46,78
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,6/7/16,,,0,,,0,0,0,83,50,79
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,6/8/16,,,0,,,0,0,0,87,54,80
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,6/9/16,,,0,,,0,0,0,86,52,79
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,6/10/16,,,0,,,0,0,0,79,50,70
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,6/11/16,,,0,,,0,0,0,72,54,68
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,6/12/16,,,0,,,0,0,0,68,42,67
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,6/13/16,,,0,,,0,0,0,70,41,66
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,6/14/16,,,0,,,0,0,0,74,45,65
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,6/15/16,,,0,,,0,0,0,67,45,62
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,6/16/16,,,0,,,0,0,0,72,44,69
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,6/17/16,,,0,,,0,0,0,80,45,75
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,6/18/16,,,0,,,0,0,0,84,45,80
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,6/19/16,,,0,,,0,0,0,94,56,90
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,6/20/16,,,0,,,0,0,0,97,59,88
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,6/21/16,,,0,,,0,0,0,89,66,79
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,6/22/16,,,0,,,0,0,0,87,62,80
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,6/23/16,,,0,,,0,0,0,84,53,81
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,6/24/16,,,0,,,0,0,0,85,61,82
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,6/25/16,,,0,,,0,0,0,89,55,83
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,6/26/16,,,0,,,0,0,0,93,56,84
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,6/27/16,,,0,,,0,0,0,86,60,85
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,6/28/16,,,0,,,0,0,0,89,61,86
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,6/29/16,,,0,,,0,0,0,91,60,87
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,6/30/16,,,0,,,0,0,0,88,57,83
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,7/1/16,,,0,,,0,0,0,84,60,79
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,7/2/16,,,0,,,0,0,0,85,57,78
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,7/3/16,,,0,,,0,0,0,84,57,78
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,7/4/16,,,0,,,0,0,0,84,51,77
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,7/5/16,,,0,,,0,0,0,82,50,76
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,7/6/16,,,0,,,0,0,0,80,49,77
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,7/7/16,,,0,,,0,0,0,82,50,78
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,7/8/16,,,0,,,0,0,0,84,50,79
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,7/9/16,,,0,,,0,0,0,83,50,80
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,7/10/16,,,0,,,0,0,0,83,54,79
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,7/11/16,,,0,,,0,0,0,81,49,78
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,7/12/16,,,0,,,0,0,0,82,47,77
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,7/13/16,,,0,,,0,0,0,87,49,78
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,7/14/16,,,0,,,0,0,0,87,51,79
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,7/15/16,,,0,,,0,0,0,88,52,80
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,7/16/16,,,0,,,0,0,0,86,56,81
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,7/17/16,,,0,,,0,0,0,84,58,82
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,7/18/16,,,0,,,0,0,0,84,55,83
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,7/19/16,,,0,,,0,0,0,87,56,84
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,7/20/16,,,0,,,0,0,0,90,58,85
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,7/21/16,,,0,,,0,0,0,91,60,86
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,7/22/16,,,0,,,0,0,0,94,58,89
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,7/23/16,,,0,,,0,0,0,94,60,88
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,7/24/16,,,0,,,0,0,0,88,61,84
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,7/25/16,,,0,,,0,0,0,86,63,83
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,7/26/16,,,0,,,0,0,0,90,60,85
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,7/27/16,,,0,,,0,0,0,91,63,86
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,7/28/16,,,0,,,0,0,0,91,63,87
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,7/29/16,,,0,,,0,0,0,94,64,85
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,7/30/16,,,0.21,,,5.334,0,0,85,64,79
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,7/31/16,,,0,,,0,0,0,83,58,78
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,8/1/16,,,0,,,0,0,0,85,58,79
